datetime_utc,hourly_return,log_return,rolling_mean_24h,rolling_std_24h,price_momentum_8h,spike_signal,spike_intensity,inter_spike_interval_h,hour_of_day,target
2024-03-08 05:00:00+00:00,0.0,0.0,16.74999225335778,0.007736111785712722,0.00032662070411631583,0,0.0,41.0,5,0
2024-03-08 06:00:00+00:00,0.0,0.0,16.75076244794244,0.007507588609642245,6.043504745591928e-05,0,0.0,42.0,6,0
2024-03-08 07:00:00+00:00,0.0,0.0,16.7513851598298,0.007412306286587683,6.043504745591928e-05,0,0.0,43.0,7,0
2024-03-08 08:00:00+00:00,0.0,0.0,16.75205004636817,0.007199223485952227,0.0005444556131592841,0,0.0,44.0,8,0
2024-03-08 09:00:00+00:00,0.0,0.0,16.75273602023205,0.006876583482504582,-0.0002780915851977263,0,0.0,45.0,9,0
2024-03-08 10:00:00+00:00,0.0,0.0,16.75340090677042,0.006503806214042048,-0.0002901709970491647,0,0.0,46.0,10,0
2024-03-08 11:00:00+00:00,0.0,0.0,16.754065793308794,0.006032329624870513,4.8347453588435404e-05,0,0.0,47.0,11,0
2024-03-08 12:00:00+00:00,0.0,0.0,16.754730679847164,0.005436535357347698,0.0,0,0.0,48.0,12,0
2024-03-08 13:00:00+00:00,0.0,0.0,16.755395566385534,0.004669073059571249,0.0,0,0.0,49.0,13,0
2024-03-08 14:00:00+00:00,-0.008368270402711486,-0.008403480949327281,16.74991100545422,0.02861187235301794,-0.008368270402711443,1,0.008368270402711486,50.0,14,1
2024-03-08 15:00:00+00:00,0.001203849225800413,0.0012031251803572886,16.745230508554286,0.03671315249601557,-0.007174495312756529,0,0.0,1.0,15,0
2024-03-08 16:00:00+00:00,-0.0007953587182042421,-0.000795675183763108,16.739543899899,0.04408028780847056,-0.007964147733565062,0,0.0,2.0,16,0
2024-03-08 17:00:00+00:00,-0.0011843396471311607,-0.0011850415315654823,16.733814797039326,0.051998042152173955,-0.009139055124779801,0,0.0,3.0,17,0
2024-03-08 18:00:00+00:00,-0.00010039986711618543,-0.00010040490752021732,16.727521420703482,0.05825337997203074,-0.009238537431975936,0,0.0,4.0,18,1
2024-03-08 19:00:00+00:00,0.00024096030291498316,0.00024093127664388516,16.72139473506366,0.0629275073409521,-0.008999803249838985,0,0.0,5.0,19,0
2024-03-08 20:00:00+00:00,-0.00038135106221837134,-0.0003814237950264424,16.71504667391699,0.06717756286226062,-0.00937772222752824,0,0.0,6.0,20,1
2024-03-08 21:00:00+00:00,0.0005221061645868108,0.0005219699145858418,16.7090880043944,0.07004047222452667,-0.008860512229526196,0,0.0,7.0,21,0
2024-03-08 22:00:00+00:00,-7.258974379786842e-05,-7.259237856082602e-05,16.702893313678146,0.072211372887375,-0.000568949511659021,0,0.0,8.0,22,0
